company_name,founded_year,location,industry,latest_funding,website,linkedin,description
ADARx Pharmaceuticals Inc.,2019.0,,research,Series C,http://www.adarx.com,,"ADARx Pharmaceuticals, Inc., located in San Diego, is a clinical stage biotechnology company committed to turning cutting-edge science into life-saving therapeutics. ADARx has developed proprietary RNA targeting platforms and oligonucleotide delivery technologies for inhibition, degradation, and editing disease-causing mRNA. ADARx has a growing pipeline of RNA targeting therapeutics for treating diseases across a range of therapeutic areas including genetic, cardiometabolic, complement-mediated diseases and central nervous system diseases. We are well-financed by a syndicate of renowned VC firms. ADARx currently has multiple active programs in development. Our lead candidate is at the clinical stage."
Stride,2014.0,,information technology & services,Series C,http://www.stridehealth.com,,"Stride enables independent workers to reap the benefits of their independence. Stride simplifies the challenges of being self-employed by helping workers handle the complexities of insurance, finances, and taxes — in one convenient platform. Stride has helped over 4.4 million workers save an estimated $8 billion on their taxes and monthly health insurance premiums. Stride also supports over 100 leading enterprises including contract workforces, employers, health plans, and agents in delivering access to health benefits and financial planning tools to their workers and customers. Companies like Uber, Amazon, DoorDash, and Instacart partner with Stride to provide their gig economy workforces access to Stride's benefits platform. The company is backed by $96 million in capital from Venrock, New Enterprise Associates, Fidelity's F-Prime Capital Partners, Mastercard, Allstate and King River."
"MapLight Therapeutics, Inc.",2018.0,,research,Series C,http://www.maplightrx.com,,Maplight is a biopharmaceutical company discovering and developing novel therapeutics for patients with disorders of the central nervous system (CNS).
"Noctrix Health, Inc.",2018.0,,medical devices,Series C,http://www.noctrixhealth.com,,"Noctrix Health is pioneering the next-generation of therapeutic wearables that empower patients to take control of their chronic medical conditions. We aim to provide a powerful, efficacious and cost-effective alternative to pharmaceutical therapies."
KODIF,2021.0,,information technology & services,Series A,http://www.kodif.ai,,
Sybill,2021.0,,information technology & services,Series A,http://www.sybill.ai,,
Delve,,,information technology & services,,http://www.delve.co,,
Superpower,,,information technology & services,,http://www.superpower.com,,
Spot AI,2018.0,,information technology & services,,http://www.spot.ai,,
Kikoff,2019.0,,information technology & services,,http://www.kikoff.com,,
Leland,2021.0,,professional training & coaching,,http://www.joinleland.com,,
Primer,2019.0,,education management,,http://www.primer.com,,
Ascend,2021.0,,insurance,,http://www.useascend.com,,
ChurnPilot,2024.0,,information technology & services,,http://www.churnpilot.ai,,
Predibase,2020.0,,information technology & services,,http://www.predibase.com,,
Cybele Health,2023.0,,mental health care,,http://www.cybelehealth.com,,
Brix,2016.0,,information technology & services,,http://www.joinbrix.com,,
Lamini,2022.0,,information technology & services,,http://www.lamini.ai,,
Goldcast,2020.0,,information technology & services,,http://www.goldcast.io,,
Andy AI (W24),,,hospital & health care,,http://www.with-andy.com,,
Revo.pm,,,information technology & services,,http://www.revo.pm,,
Primerli,2019.0,,e-learning,,http://www.primerli.com,,
Autopilot,2020.0,,financial services,,http://www.joinautopilot.com,,
Causify,2023.0,,information technology & services,,http://www.causify.ai,,
Studio.init(),2023.0,,information technology & services,,http://www.studioinit.com,,
RISA Labs Inc,2024.0,,research,,http://www.risalabs.ai,,
Leen,2023.0,,computer & network security,,http://www.leen.dev,,
Union.ai,2021.0,,information technology & services,,http://www.union.ai,,
TomoCredit,2024.0,,financial services,Series A,https://www.tomocredit.com/,,"TomoCredit is a fintech startup based in San Francisco. Tomo unlocks your credit superpowers- so you can get your dream house, dream cars anywhere in the world. AI managed personal finance tools."
EverTrue,2010.0,,fund-raising,Series C,http://www.evertrue.com,,"EverTrue's software and data empower higher ed and independent school advancement teams to create personalized experiences for donors. Hundreds of teams use EverTrue's network of social and demographic data sources and modern, mobile-first software to reach more donors and increase fundraising. In October 2021, EverTrue merged with ThankView to form the leading donor engagement platform. ThankView is the most popular personalized video solution for education and nonprofit organizations, enabling them to steward and engage donors with 1:1 and 1:many videos. The joint company is backed by Rubicon Technology Partners and serves more than 1,700 nonprofit customers. Visit http://www.evertrue.com and http://www.thankview.com for more information."
Gardyn,2018.0,,mechanical or industrial engineering,Series B,http://www.mygardyn.com,,"Gardyn is the new and easiest way to turn any space into a thriving hydroponic indoor gardening system, whether it's your home, office, or even a commercial kitchen. Our unique, patented Hybriponics™ technology offers unparalleled plant density, a vast plant portfolio, self-sustaining water management, and revolutionary machine vision — all housed within an eye-catching, elegant tower design. This is hydroponics like you've never seen before!"
Boulder County,1861.0,,government administration,Series B,http://www.bouldercounty.gov,,"Boulder County is home to nearly 300,000 residents and includes some of the most diverse, natural landscapes and sustainable development along the Front Range. From visionary open space, land use and sustainability policies to forward-thinking public services programs, our county government helps foster a vibrant, healthy, and active community. Everyday, our 2,000+ workforce follows the county's guiding values while providing outstanding service. Guiding values include: diversity, stewardship, partnerships, innovation, training, and passion. With these guiding values in mind, employees set out to achieve positive outcomes in public service, collaboration, and sustainability. We are vanguards of innovation and collaborative problem-solving. working to create a better future for all residents. Our vision statement says it all: ""As trusted stewards of Boulder County's future, we provide the best in public service."""
Silk,2018.0,,information technology & services,Series B,http://www.silk.us,,"Silk fuels AI innovation by enabling real-time access to production data in the cloud. Seamlessly integrating high-performance cloud storage into AI workflows, Silk empowers organizations to enhance innovation while maintaining security, reliability, and control over trusted enterprise data. With Silk, organizations can migrate and run their most complex business-critical applications in the public cloud, continuously optimizing performance, reliability, and costs. Silk's agile data delivery eliminates the need to copy production data for Dev/Test teams, enhancing flexibility and enabling production data to be leveraged for AI. Backed by over 20 technology patents, Silk helps customers unlock the full potential of the public cloud with speed and ease. Silk is headquartered outside of Boston, MA."
Seismic Therapeutic,,,research,Series B,http://www.seismictx.com,,"Seismic Therapeutic™ is a biotechnology company making a major shift in how immunology therapies are discovered and developed, enabled by machine learning. The company has a growing preclinical stage best-in-class and first-in-class biologics pipeline, derived from its integrated IMPACT platform, to control dysregulated adaptive immunity and address multiple autoimmune diseases. The company is backed by a strong syndicate of life sciences investors and is located in the Boston biotechnology hub."
Waltz Health,2021.0,,hospital & health care,Series A,http://www.waltzhealth.com,,"Waltz is leading a new way forward for prescription care. Led by a team of industry experts, we're fixing the high costs and broken experiences that define our pharmaceutical supply chain. Waltz is introducing AI-driven marketplaces that drive down costs, and new consumer tools that guide decisions on care. Our solutions are designed with payers, pharmacies, and consumers in mind. We believe that better pricing, more information and smarter tools can lower costs and empower consumers. This technology is the start of a new way of working together - making better outcomes possible for all."
Zeta Surgical,2018.0,,medical devices,Seed,http://www.zetasurgical.com,,"We develop surgical navigation and robotics tools to make minimally invasive surgeries easier, faster and more accessible."
Cirkul,2016.0,,food production,Series C,http://www.drinkcirkul.com,,"At Cirkul, we are transforming the pillars of Modern CPG with a mission to make a healthier world by helping people enjoy drinking more water! And it all begins with a reusable product, end-to-end US-based manufacturing, and a digital-first model. In 2016 we identified the opportunity to develop an innovative beverage delivery system that would make it easier for the average consumer to drink more water. Our reusable water bottle features cartridge technology that makes drinking more water delicious, fun, and personalized! Our technology is also disrupting bottled drink distribution. We have saved over 250M plastic bottles since launching in 2018 and our cartridge technology dramatically reduces the shipping weight, volume, and plastics used by traditional bottled beverages. Here at Cirkul we are reinventing CPG, while building a business that is centered on consumer health, personal choice, and environmental sustainability. If taking care of yourself while taking care of the planet sounds good to you, maybe you should join us! https://drinkcirkul.com/pages/careers"
Xenter,2020.0,,medical devices,Series A,http://www.xenter.io,,"Xenter™ is developing a wireless ""Technology in Medicine"" (TechMed) ecosystem aimed at improving outcomes for patients."
CIBO,2015.0,,information technology & services,Series C,http://www.cibotechnologies.com,,"CIBO was founded by Flagship Pioneering in 2015 to apply advanced technologies to understand agricultural systems at any scale. We focus these capabilities on powering the transition to sustainable agriculture in order to mitigate climate change, secure the food system, and improve grower outcomes. CIBO has developed a breakthrough approach to scaling and accelerating regenerative agriculture. The CIBO Impact platform connects growers with enterprises ready to meet their sustainability, carbon, and Scope 3 commitments. Companies understand the emissions reduction potential of their agricultural supply chain, incentivize growers to make changes, verify practices, and quantify and report on results. Growers and their trusted advisors rapidly prequalify their land and understand the potential return of different incentive programs. The platform is built on advanced ecosystem simulation, AI, computer vision and software technologies, providing quantification, prediction, and insight capabilities at scale."
MOBILion,2015.0,,biotechnology,Series C,http://www.mobilionsystems.com,,"MOBILion's technology makes it easy to separate, identify and analyze the most challenging molecules that other instruments fail to detect. Our higher resolution, faster analysis and simpler workflows reveal molecules that are most important in characterizing biologic therapeutics, discovering biomarkers, and improving the accuracy of diagnostic tests. We make today's treatment's safer and more effective, empower tomorrow's disease prediction and diagnosis, and accelerate the development of new therapies."
Branch,2018.0,,furniture,Series A,http://www.branchfurniture.com,,"Branch makes it easy for teams of every size to create the office you love. From ordering and assembly to space planning and pickup, we take care of furniture so you can sit down (or stand) and get to work."
Sceye,,,aviation & aerospace,Series C,http://www.sceye.com,,"Sceye has created a new class of platforms capable of flying the unchartered stratosphere, the boundary between our atmosphere and space. Sceye airships fly at some 65,000 feet (20 km) and can remain aloft for year-long missions, can either station-keep over a fixed spot or fly long-range missions. Solar-powered with large banks of batteries, Sceye airships lift large payloads of terrestrial equipment into the sky including cameras, sensors, hyper-spectral imaging, radar, and communications infrastructure. And when meshed together, they form a layer of virtual infrastructure in the sky."
Boston Metal,2012.0,,mining & metals,Series C,http://www.bostonmetal.com,,"Boston Metal is commercializing Molten Oxide Electrolysis (MOE), a tonnage metals technology platform powered by electricity, to decarbonize steelmaking and transform how metals are made. MOE provides the metals industry with a scalable, cost-competitive and green solution for the production of steel and high-value metals from a variety of feedstocks and iron ore grades. Backed by visionary investors and led by a world-class team, Boston Metal is headquartered in Woburn, Massachusetts and has a wholly owned subsidiary in Brazil."
The Boring Company,2017.0,,machinery,Series C,http://www.boringcompany.com,,"To solve the problem of soul-destroying traffic, roads must go 3D, which means either flying cars or tunnels. Unlike flying cars, tunnels are weatherproof, out of sight and won't fall on your head. A large network of tunnels many levels deep would fix congestion in any city, no matter how large it grew (just keep adding levels). The key to making this work is increasing tunneling speed and dropping costs by a factor of 10 or more – this is the goal of The Boring Company. Fast to dig, low cost tunnels would also make Hyperloop adoption viable and enable rapid transit across densely populated regions, enabling travel from New York to Washington DC in less than 30 minutes."
Misfits Market,2018.0,,food & beverages,Series C,http://www.misfitsmarket.com,,"Get organic produce, high-quality meats, seafood, dairy products, and other sustainably sourced groceries delivered to your door for up to 30% less than grocery store prices. #MisfitsMarket"
AMP,2015.0,,information technology & services,Series C,http://www.ampsortation.com,,"AMP is applying AI-powered sortation at scale to modernize the world's recycling infrastructure and maximize the value in waste. AMP gives waste and recycling leaders the power to harness AI to reduce labor costs, increase resource recovery, and deliver more reliable operations. With hundreds of deployments across North America, Asia, and Europe, AMP's technology offers a transformational solution to waste sortation and changes the fundamental economics of recycling."
PhotoniCare,2015.0,,medical devices,Series B,http://www.photoni.care,,"PhotoniCare was founded out of a shared passion to develop a superior solution for middle ear issues, primarily in children. With $10 billion spent annually to manage ear infections, and a documented 50% misdiagnosis rate for primary care physicians, current tools used to diagnose fluid in the middle ear fail to reliably interpret the patient's condition. The FDA-cleared OtoSight™ Middle Ear Scope by PhotoniCare is a clinical diagnostic tool designed to eliminate subjectivity and speculation with a non-invasive and comprehensive assessment of middle ear fluid. OtoSight™ is indicated to not only visualize the presence of fluid, but also the fluid's density, even in the presence of earwax. As a result, the simple-to-use OtoSight™ Middle Ear Scope has a 90+% reader accuracy in determining the presence or absence of fluid in the middle ear. Clinicians that have had an opportunity to use OtoSight™ consider it a game-changer. This is further demonstrated by multiple best-in-show product awards and over 20 supporting clinical publications. With OtoSight™, PhotoniCare makes the otherwise invisible visible while effectively informing a successful treatment plan like never before. Learn more at www.photoni.care."
Perch,2016.0,,"health, wellness & fitness",Seed,http://www.perch.fit,,"Perch uses 3D cameras to quantify weight room performance without detracting from it. Our robust products: Plan, Evaluate, and Train are a unified weight room performance monitoring solution. 🦉 Quantify Weight Room Performance ✍️ PLAN - Programmer 📊 EVALUATE - Assessments 🏋️ TRAIN - Velocity-based training and more 🎥 3D Camera Tech No more wearables, no more tethers, no more hassle. Perch was founded by former MIT student-athletes who believe that every coach, athlete, and trainer should have access to this level of data. Everything we do focuses on ease of use, adaptability, affordability, and data accuracy."
Tasso,2014.0,,biotechnology,Series B,http://www.tassoinc.com,,"Tasso is a fast-growing Seattle-based startup focused on delivering at-home diagnostic testing to those who need it most. We are growing our footprint with leading health systems, clinical research organizations, academic medical centers, and more who are looking to deliver clinical-grade, convenient diagnostic tests to their patients. Tasso was originally founded to find a better way to collect blood instead of a painful fingerstick or time-consuming venous draw. Since then, our products have been used in pharmaceutical clinical trials, by Olympians as part of a new virtual anti-doping program, and broadly by hospital systems across the US."
MOMA Therapeutics,2020.0,,research,Series B,http://www.momatx.com,,"MOMA Therapeutics is a clinical-stage, next-generation precision medicine company dedicated to targeting highly dynamic proteins that underlie human disease via a small molecule approach, utilizing its proprietary KNOMATIC platform. The platform was designed to exploit key vulnerabilities inherent to all dynamic proteins, namely their dependence on well-coordinated, stepwise changes in protein conformation. By focusing on genetically validated targets with high translation potential MOMA is rapidly advancing its pipeline toward responses in the clinic. In January 2024, MOMA announced a five-year discovery collaboration with Roche focused on critical cancer dependencies. We are unapologetically scientific, and we know this will help us achieve our mission to get new medicines to people in need. We've removed the bureaucracy and believe having a teammate's back is critical to our success. You see, MOMA isn't your typical biotech company. We are drug discovery professionals, industry specialists and scientific experts. More importantly, we're collectively unstoppable."
SITE,2017.0,,facilities services,Series A,http://www.sitetechnologies.io,,"SITE Technologies delivers cutting-edge property intelligence through hi-res aerial imagery, advanced data analysis, and cloud-based reporting. Our trade specific AI/ML provides precise insights that extend property lifespans and optimize CapEx budgets. Our platform enables accelerated, data-driven planning by replacing outdated manual assessments with innovative, detailed & objective evaluations."
Range,2020.0,,financial services,Series B,http://www.range.com,,"Range is the all-in-one wealth management dashboard and expert advisory service that empowers high earners to get the most out of their money with investment services, retirement planning, estate planning, tax planning, insurance optimization, and more."
OneSource Virtual,2008.0,,information technology & services,Series B,http://www.onesourcevirtual.com,,"OneSource Virtual (OSV) delivers patented in-tenant technology and expert services that efficiently automate the administrative, transactional tasks of Workday payroll, taxes, payments, and benefits. We eliminate complexity to give business leaders the confidence they need to drive strategic change. Our customer-centric approach puts your goals and objectives at the center of everything we do. With over 1,000 active customers and a 95% customer retention rating, OSV is the leading exclusive provider of Workday Business-Processes-as-a-Service (BPaaS) solutions. We can help take your team from transactional to transformational. Our global headquarters is located in Dallas, Texas, with additional locations across North America and Europe. Find your company's solution at www.onesourcevirtual.com."
Greenphire,2008.0,,information technology & services,Series B,http://www.greenphire.com,,"As the industry's leading provider of clinical payment and communication solutions, Greenphire's technologies are used globally to improve operational efficiency, reduce costs, mitigate regulatory risks, increase subject retention, promote protocol compliance, and produce quantifiable results for our clients. Our systems are flexible, configured to meet the specific requirements of each study and the procedural requirements of the users that interface our solutions. Employees of Greenphire enjoy an upbeat, entrepreneurial culture with casual dress and an open-office environment. Greenphire encourages its workforce to bring fresh ideas to the table, rise to any challenge, and remain passionate about our products and company mission. Greenphire is the proud winner of the Philadelphia Business Journal's Best Place to Work award for 2014, 2015, 2018, 2019 and 2020. As an employee, you'll enjoy a comprehensive benefits package including medical, dental, and vision and prescription benefits from the start of your first full month of employment. Employees also receive a 401k savings plan, financial wellness program which offers local, out-of-the box learning sessions on managing your finances, a 529 savings plan, flexible spending accounts, a generous vacation policy, and a host of company-sponsored & community involvement events. To learn more visit https://greenphire.com/. Email: Marketing@greenphire.com Phone: 215.609.4365 Twitter: @GreenphireINC Facebook: https://www.facebook.com/Greenphire-543092949230758 Instagram: @GreenphireINC YouTube: https://www.youtube.com/channel/UCpYX9kj4L63qxUafsLQ01Ew"
Galileo Financial,2001.0,,financial services,Series A,,,"Galileo Financial Technologies, LLC is a financial technology company that enables fintechs, banks, emerging and established brands to build differentiated financial solutions that deliver exceptional, customer-centric experiences. Through modern, open APIs, Galileo's flexible, secure, scalable and fully integrated platform drives innovation across payments and financial services. Trusted by digital banking heavyweights, early-stage innovators and enterprise clients alike, Galileo supports issuing physical and virtual payment cards, mobile push provisioning, tailored and differentiated financial products and more, across industries and geographies. www.galileo-ft.com"
Teikametrics,2015.0,,information technology & services,Series B,http://www.teikametrics.com,,Teikametrics is a Massachusetts-based retail optimization platform that enables sellers and brand owners to automate repricing and advertising campaigns on E-commerce sites.
Wellist,2013.0,,human resources,Series B,http://www.wellist.com,,"Wellist is a mission-driven, women-led company that connects individuals and families to the right support and resources at the right time."
Home Chef,2013.0,,food & beverages,Series B,http://www.homechef.com,,"The Home Chef team is a unique mix of chefs, creators, entrepreneurs, and trailblazers. By combining our diverse backgrounds, distinct talents, and consistent willingness to support one another, we're building new ways to navigate the booming meal kit industry. Our team runs on a spirit of autonomy, trust, and inclusion that allows for quick decisions and inventive thinking. Our organic growth is supported by our employee's constant eagerness to suggest and try new things. It's the same energy, combined with our customer-first mentality, that landed us Built in Chicago's Startup of the Year Moxie award. We're growing quickly, across all departments, locations, and levels. Our extraordinary management team is simultaneously humble and inspiring, taking cues from our CEO who recently was honored as EY's Entrepreneur of the Year. We encourage our employees to go as far as their ambitions take them while we equally strive to create a fun work environment. We know that fun at work doesn't always mean a ping pong table - it can mean collaboration, communication, and creating new ideas and projects with your colleagues. If you're ready to be part of the action, we're ready to connect with you. There are no limits to where we can go together."
JEO Consulting Group,1937.0,,civil engineering,Seed,http://www.jeo.com,,"Since 1937, we've helped clients thrive. Our company grew up in Wahoo, Nebraska, and there we cultivated our reputation for treating our clients and employees like family. As we built our name in the industry and relationships with our clients, we learned more about their diverse needs. After specializing in a few core areas such as bridge design and construction, we broadened our services and developed the expertise needed to help communities thrive. Now, we excel in engineering, architecture, surveying, planning, community engagement, environmental sciences, and funding. Over the decades, we've opened ten offices and hired over two hundred people so we can solve almost any problem in any place. Our clients are often local leaders of villages, cities, counties, and states. They're also community bedrocks like farmers, firefighters, librarians, and business people. We partner with every client, big or small, and help them achieve their goals. With roots across the Midwest, we care about sustaining the places that people call home. What sets us apart: Putting people first - Treating people right is our priority. Whether client or employee, we're invested in the success of those around us. Working where home is - As professionals and as residents, we're committed to the prosperity of the heartland. That's why our employees serve as city engineers, floodplain managers, and community organizers. Pairing personalized attention and expertise - Years of industry experience taught us how to best meet our clients' needs. We're a person-to-person company with the resources of a large firm."
ActivTrak,2009.0,,information technology & services,Series B,http://www.activtrak.com,,"ActivTrak helps organizations make data-driven decisions to improve hybrid work. Our workforce analytics platform provides visibility that improves team productivity and performance, ensures compliance with policies and expectations, and informs allocation of workforce investments. More than 9,500 customers trust ActivTrak's unique privacy-first approach and award-winning technology which has been recognized by the Deloitte Technology Fast 500, Inc. 5000 and G2 ‘Best Of' category awards. ActivTrak is backed by Elsewhere Partners and Sapphire Ventures. To learn more visit: https://www.activtrak.com/."
Bishop Fox,2005.0,,computer & network security,Series B,http://www.bishopfox.com,,"Bishop Fox is recognized as the leading authority in offensive security, providing solutions ranging from continuous penetration testing, red teaming, and attack surface management to product, cloud, and application security assessments. Enterprises have been told that breaches are inevitable. But we don't accept that. We focus on offensive security because we believe securing modern organizations requires a ""forward defense"" approach that proactively uncovers and eliminates exposures before they are exploited. Over the past 16 years, we've worked with more than 25% of the Fortune 100, 8 of the top 10 global tech companies, and hundreds of other organizations to improve their security. Our award-winning Cosmos platform was named Best Emerging Technology in the 2021 SC Media Awards and our offerings are consistently ranked as ""world class"" in customer experience surveys. Security isn't just a job to us. We do this because we love it — and because we're committed to the common good. In fact, we have authored 15 open-source tools, shared groundbreaking research, and published more than 50 security advisories in the last 5 years. Learn more about us at bishopfox.com or follow us on Twitter @bishopfox for the latest updates."
MetLife Legal Plans,1977.0,,legal services,Series A,http://www.legalplans.com,,"MetLife Legal Plans helps Americans address important life issues through legal services plans. The company provides affordable access to the most commonly needed legal services to nearly 5 million Americans nationwide. The legal plan features a nationwide network of over 18,000 experienced attorneys and award-winning client service available by phone or online."
Flywheel,2014.0,,marketing & advertising,Series B,http://www.flywheeldigital.com,,"Flywheel's unified best-in-class services combine tailored expertise with cutting-edge software solutions to achieve a singular goal: To pioneer the future of commerce and inspire a new standard of partnership. As the leader of every major marketplace platform, we pride ourselves on our size and influence, but what really sets us apart is our unwavering commitment to providing a customized level of service. Client success is what drives us."
Senseye,2015.0,,research,Series A,http://www.senseye.co,,"Senseye is building a mental health visibility platform. We will help clinicians personalize care with fast, accurate tools for establishing a clear baseline and tracking outcomes over time."
TraceAir,2015.0,,construction,Series B,http://www.traceair.net,,"TraceAir is a software solution that helps construction teams better communicate and collaborate in order to monitor, track quantities, plan and manage jobsites. The solution includes specialized tools for Developers, Grading Contractors, Geotech and Civil Engineers that allows them to work efficiently and effectively with up-to-date project visuals and calculations. Sites are scanned, typically on a weekly basis, by using commercial-grade drones and then processed by our team overnight. We use the images to create a 3D model that is geo-referenced based on your local system of coordinates. The information is accessible to the whole construction team online from any device connected to the internet. We work with large and small clients: Lennar, D.R. Horton, Shea Homes, M/I Homes, Independent Construction, ENGEO, and many others have trusted us to minimize change orders and even finish projects ahead of schedule."
Gigster,2014.0,,information technology & services,Series B,http://www.gigster.com,,"Gigster builds top-tier software development teams. Our AI-powered platform ensures tailor-fit talent matching, accelerated delivery, cost efficiency, and guaranteed project outcomes. Perfect-Fit Talent Matching: Receive tailor-fit talent matching with Gigster's AI-powered platform based on skillset, past performance, and personality type collected from 10+ years of project data. Guaranteed Outcome: Guaranteed pricing and outcomes for any fully-managed project based on 5,000+ deliverables. Flexibility: Get a fully-managed team with a project manager to orchestrate end-to-end project execution for big projects or elicit on-demand talent to add to your existing team. Elite Talent: Get access to our global talent pool of 50,000+ rigorously-vetted developers, designers, and project managers. Fast Start & Confident Delivery: Proven delivery workflow model for accelerated start and streamlined development for maximum efficiency in execution and project delivery. Founded in 2014, Gigster has completed over 5,000 projects with some of the largest companies in the world. Third party research firm, Constellation Research, completed a study that showed Gigster's model results in 30% more efficiency in staffing, 60% lower delivery risk, and a 3.6x higher customer satisfaction score than other software development firms."
BlueRock Therapeutics,2016.0,,research,Series A,http://www.bluerocktx.com,,BlueRock Therapeutics is a Massachusetts-based biopharmaceutical company that develops induced pluripotent stem cell therapies for the treatment of intractable diseases.
Ampion PBC,2014.0,,renewables & environment,Series A,,,"Ampion empowers the clean energy revolution by bringing community energy programs to local communities. Through its software platform, Ampion connects residents, businesses, and other consumers with clean energy facilities that lower their electric costs without the need for installations or upfront costs."
EnPower,2014.0,,electrical/electronic manufacturing,Series A,http://www.enpowerinc.com,,"At EnPower, we are driven to solve today's energy challenges by building better batteries. We are focused on developing scalable, engineering-based innovations that unlock the full potential of lithium-ion. High energy density cells with our patented electrode architectures deliver 3X faster charging, 70% more power, and longer service life than today's best batteries. The Company is headquartered in Indianapolis, IN, where a powders-through-testing manufacturing facility enables rapid cycles of designing, building, and testing commercially-relevant pouch cells."
Neighborly®,1981.0,,consumer services,Series A,http://www.neighborlybrands.com,,Neighborly is a Texas-based franchise company that operates businesses offering services such as housekeeping and lawn care for the residential and commercial sectors.
Well,2019.0,,"health, wellness & fitness",Series B,http://www.well.co,,"Well is a health technology company with the human touch and advanced suggestions you expect from a trusted health partner. Discover the first consumer health platform to proactively deliver personalized health advancement at scale. Reimagine how employers realize cost savings through improved employee health and engagement. Redefine the way humans navigate their health and benefits. Powered by a proprietary, AI-driven ""health engine,"" our mission is to be the world's most effective partner in the advancement of individualized health. Well combines personalized health suggestions with an on-demand health concierge- right at your fingertips. We empower our members to reach their health goals with small steps and daily rewards. Everyone deserves their own personalized road to better health. Well is the most human app in health."
Vyriad,2015.0,,biotechnology,Series B,http://www.vyriad.com,,"At Vyriad, we are developing the next generation of targeted genetic therapies by engineering viruses, viral vectors and viral envelope glycoproteins to deliver genes directly to targeted cells. This targeting technology facilitates oncolytic virotherapy, in vivo gene therapies and gene editing applications. We are testing our oncolytic viruses as monotherapies and in combination with immuno-oncology drugs. Phase 1-2 Clinical Studies are currently active in: Non-small cell lung cancer Squamous cell carcinoma of the head and neck Metastatic colorectal cancer Breast cancer Bladder cancer Other cancer types Vyriad has clinical research collaboration agreements with Regeneron, Mayo Clinic, and other leading research and medical institutions."
Nomi Health,2019.0,,hospital & health care,Series A,http://www.nomihealth.com,,"Nomi Health is rebuilding healthcare with services and technology solutions that allow easy access to quality, affordable care."
Signal Advisors,2020.0,,financial services,Series A,http://www.signaladvisors.com,,"Signal Advisors is a Michigan-based financial advisory platform that provides marketing, licensing and related solutions for the insurance industry."
Cox Enterprises,1898.0,,information technology & services,Seed,http://www.coxenterprises.com,,"Cox is a Georgia-based global conglomerate that owns and operates businesses in areas such as communications, automotive and investment."
Datasite,1968.0,,information technology & services,Seed,http://www.datasite.com,,"Datasite is where deals are made. Driving transactions in 180 countries. Delivering at the highest level, across sell-side, buy-side, and beyond. ​​​​ We provide a complete platform for M&A and other high-value transactions, including fundraising and restructuring. Projects become seamless in Datasite Cloud, built around the world's most trusted data room. Our unique combination of technology and always-on assistance empowers investment banks, corporates, private equity, and law firms to shorten deal times and boost success rates. X (@datasiteglobal) Instagram (@datasiteglobal) Facebook (@datasiteglobal) YouTube (youtube.com/datasite)"
Unlock,2019.0,,financial services,Series B,http://www.unlock.com,,"Unlock helps everyday American homeowners that have been left behind by the traditional home and finance system. While there are many ways to tap home equity, a home equity agreement (HEA) from Unlock is unique because it was designed to help families solve their financial challenges, and in doing so help them live more successful financial lives."
Level Access,1997.0,,information technology & services,Series B,http://www.levelaccess.com,,"The Level Access digital accessibility solution combines the most robust platform and deepest bench of accessibility expertise to help organizations create accessible and legally compliant websites, mobile apps, software, and other technology. We have supported the accessibility initiatives of thousands of organizations, from Fortune 500 enterprises to public sector and government agencies, educational institutions, and private sector businesses of all sizes."
ConductorOne,2020.0,,information technology & services,Series A,http://www.conductorone.com,,"ConductorOne is building the identity security platform for the modern workforce. We're supported by Accel, Fuel Capital, Fathom Capital, and Active Capital."
Outpace Bio,2020.0,,research,Series B,http://www.outpacebio.com,,"Outpace is creating cell therapies with curative potential through protein design and cellular engineering. With an initial focus on solid tumors, Outpace is developing technologies that overcome the barriers to efficacy and safety by programming cells to make the right decisions inside patients. Outpace's suite of technologies drive persistent activity of the cell therapy (OutLast™), recruit a productive immune response in the tumor microenvironment (OutSmart™), and achieve the potency (OutSpacers™), specificity (Co-LOCKR™), and safety (EGFRopt™) necessary to unlock diverse cancer indications. Outpace's internal and partnered pipeline approach is optimized for rapid clinical validation of its technologies across diverse cell types and manufacturing processes. At Outpace Bio, we believe that the highest performing teams include people from a wide variety of backgrounds and experiences who respectfully challenge each other. We are committed to building an open, diverse, and inclusive culture for all employees."
PineTree Therapeutics,2019.0,,biotechnology,Series A,http://www.pinetreetx.com,,"Pinetree Therapeutics is an award-winning, pre-clinical stage biotechnology company based in Cambridge, Massachusetts. Dedicated to addressing unmet medical needs, such as drug resistance and tumor recurrence in targeted therapy, Pinetree Therapeutics is advancing the field with its novel AbReptorTM platform. While the primary focus is on oncology, Pinetree Therapeutics is expanding pipelines to other areas as well. The AbReptorTM platform enables the development of multi-specific antibodies designed to outperform conventional inhibitors and ADCs (Antibody Drug Conjugate) by degradation. Unlike traditional inhibitors, which are limited in their mechanism of action (blocking the signaling pathway), our antibodies demonstrate superior efficacy in targeting and degrading disease proteins. The platform's focus is on targeted degradation of membrane-bound and extracellular proteins, offering a distinct advantage over conventional inhibitors and intracellular degraders like PROTACs or GLUEs. Additionally, the unique mechanism of our platform has yielded promising preclinical results in ADC (/DAC/ARC) application, demonstrating its potential to significantly advance the field."
